uid	sid
136	589
137	590
137	591
137	592
138	593
138	595
139	596
139	597
139	598
140	599
140	600
140	601
141	602
141	603
141	604
142	605
142	606
142	607
142	608
143	609
143	610
144	612
144	613
144	614
144	340
144	616
145	617
145	619
145	620
146	621
146	622
146	623
147	625
147	627
148	629
148	632
148	633
148	634
148	635
148	636
148	637
148	638
149	639
149	640
149	641
149	642
149	643
149	644
149	645
150	647
150	648
150	649
151	650
151	651
151	652
151	653
151	654
152	655
152	657
152	658
152	659
152	661
152	662
152	505
152	663
152	664
153	665
153	666
153	667
154	669
154	670
155	672
155	674
155	675
156	678
157	679
157	680
157	681
157	682
157	683
157	684
157	685
158	686
158	687
158	688
159	689
159	691
160	692
160	693
160	694
160	695
160	696
161	698
162	700
162	701
162	702
162	412
162	704
162	705
162	706
162	707
162	708
162	709
162	710
162	711
162	713
162	714
163	715
163	716
163	717
163	718
164	720
164	721
164	722
164	723
165	724
165	725
165	726
166	727
166	728
166	729
166	731
167	733
167	734
168	736
168	737
168	738
168	739
168	740
168	741
168	742
168	743
169	748
169	749
169	750
169	751
170	752
170	754
171	755
171	756
171	757
172	759
173	762
173	764
174	765
174	766
174	767
174	768
174	770
174	771
174	772
174	773
175	775
175	776
175	500
175	778
175	11
175	779
175	780
175	782
175	783
175	784
175	785
175	786
175	787
175	789
175	790
175	791
175	792
176	793
176	794
177	796
177	797
177	798
177	799
178	801
178	802
179	804
179	805
179	806
180	807
180	809
181	810
181	811
181	812
182	813
182	814
182	815
183	816
183	817
184	819
184	820
184	821
184	822
184	823
185	825
185	656
185	827
185	828
185	560
185	829
185	830
186	831
186	832
186	833
186	835
186	836
187	838
187	839
187	840
188	842
188	843
188	143
188	844
188	313
188	845
189	846
189	847
189	848
189	849
189	850
189	851
189	852
190	207
190	853
190	854
191	856
192	859
192	860
192	861
193	862
193	863
193	866
194	868
194	869
194	870
195	871
195	872
195	873
196	540
196	874
196	875
196	877
197	878
197	879
197	880
198	881
198	882
198	883
198	884
198	885
198	886
199	888
199	890
199	891
199	893
199	896
199	897
200	246
200	898
200	899
200	900
201	902
201	903
201	80
201	905
202	906
202	907
202	908
202	909
202	910
203	911
203	912
203	913
203	915
203	916
203	917
203	918
204	919
204	920
204	922
205	923
205	925
206	624
206	926
206	927
207	928
207	929
207	930
208	931
208	932
208	933
208	934
208	935
209	936
209	939
210	656
210	940
210	941
210	942
210	280
211	944
211	945
212	947
212	948
212	949
213	950
213	951
213	953
214	954
214	955
214	956
214	957
215	958
215	959
215	960
215	961
215	962
216	964
216	965
217	966
217	967
218	969
218	970
218	971
219	972
219	974
220	975
220	976
220	977
220	978
221	979
221	980
221	981
221	982
221	983
222	984
222	985
222	986
222	987
223	988
223	921
223	991
224	992
224	314
224	993
225	994
225	995
225	996
226	997
226	998
227	1000
227	1001
227	1002
228	153
228	1003
228	1004
229	1005
229	1006
230	1009
230	1010
230	1011
231	1012
231	1013
231	1014
232	1015
232	1016
233	933
233	1018
233	127
233	1019
234	1020
234	1021
234	1022
234	504
234	1023
235	1024
235	1025
235	1026
235	1027
236	1029
236	1030
236	111
237	1031
237	1033
238	1034
238	1036
238	1037
239	1040
239	1041
240	1042
240	1045
241	1046
241	1047
241	1048
242	396
242	1049
242	1050
242	1051
242	1053
243	1054
243	1055
243	1056
244	1057
244	1058
244	1059
245	297
245	1061
246	457
246	1063
246	1064
246	1065
246	1066
247	1067
247	1068
247	1069
247	1070
248	1071
248	1072
248	1073
248	42
248	43
248	1075
248	1076
249	1078
249	1079
249	1080
249	1081
249	1082
249	1083
250	1084
250	1085
251	1088
252	1090
252	1091
252	751
252	684
252	1093
252	1094
253	1096
253	1097
254	1099
254	217
255	1100
255	1101
255	1102
255	1103
256	1104
256	1105
256	1106
257	1109
257	1110
257	1111
258	1113
258	1115
259	1116
259	1117
259	954
260	1119
260	130
261	1120
262	1124
262	1125
263	1126
263	1127
263	1128
264	1129
264	1131
264	1132
264	1133
264	1134
264	1135
264	1136
264	1137
265	1138
265	1140
266	1143
267	1144
267	1145
267	1146
267	1147
268	1148
268	1150
268	1151
269	1152
269	683
269	1153
270	1156
270	1157
271	1158
271	1159
271	1160
271	755
271	1161
271	1163
271	717
271	1164
272	1167
272	1168
273	1170
273	1172
274	1174
274	1175
274	1176
274	1177
274	1178
275	1179
275	1180
275	1181
275	1182
275	1183
276	825
276	1184
276	1185
276	1186
277	1187
277	1188
277	1189
277	1190
278	1192
278	1193
278	1194
279	1195
279	1196
280	1198
281	1201
281	1202
281	1203
282	1204
282	1206
282	1207
282	1209
282	1210
282	1211
283	1213
283	1214
283	1215
283	1216
284	1218
284	239
285	1220
285	1222
285	1223
286	1224
286	1225
286	1226
287	1227
287	1228
287	1229
288	1230
288	1232
289	1233
289	1234
289	1235
289	1238
289	1240
290	1242
290	1243
290	1244
290	1246
291	1247
291	1248
291	1249
292	1250
292	261
292	1251
293	1252
293	1254
294	1256
294	240
294	1257
294	1258
294	1259
294	93
295	1260
295	1261
296	1263
296	1264
296	1265
296	1039
296	1266
296	1267
296	1268
297	1269
297	1271
297	1272
297	1273
298	1274
298	35
298	1275
298	1276
298	1277
299	1278
299	1280
299	1283
299	1284
300	1285
300	1286
300	1287
301	305
301	523
301	1289
301	1290
301	1291
302	1294
302	1296
303	1297
303	1298
303	1299
304	1300
304	1301
305	1303
305	1305
306	813
306	228
306	1306
306	1307
306	1308
307	1309
307	1310
307	1026
307	1311
307	1312
308	1313
308	58
309	1315
309	1316
309	1317
310	1318
310	1319
310	445
311	1320
311	1321
311	1322
312	1324
312	1325
312	1327
313	1328
313	1330
314	1331
314	1332
314	1333
314	1334
315	1197
315	1335
315	1336
315	1338
315	1339
316	1341
316	1342
317	1343
317	1344
317	1345
318	1346
318	1348
318	1349
319	1350
319	779
319	1351
320	1352
320	1354
320	1355
320	1356
321	1357
321	63
321	1358
321	1359
322	1360
322	1361
322	1362
322	1363
322	1365
322	1366
322	1367
322	1368
323	1369
323	1371
324	1372
324	1373
324	1374
325	1375
325	1376
325	1245
326	1377
326	1378
326	1379
326	1380
327	1382
327	1383
328	1386
329	1387
329	1388
330	1390
330	1392
331	1393
331	1395
332	375
332	1397
332	1398
332	1399
333	1400
333	1402
334	852
334	1403
334	1404
334	1405
335	1406
335	267
335	1407
336	1408
336	1409
336	1410
336	1411
337	1412
337	1413
337	1416
338	1417
338	1418
338	1419
338	1420
338	1421
339	1422
339	1424
339	1425
340	1426
340	1428
340	1429
340	1430
340	1431
340	741
340	738
341	1432
341	1433
341	440
341	1434
342	1436
342	1438
342	1440
343	1441
343	1442
343	1443
343	1444
343	1445
343	1446
343	1447
343	1449
343	222
343	998
343	1450
344	1451
344	1452
344	1453
345	1456
345	1457
345	1458
345	1459
346	1461
346	1462
346	1463
347	1464
347	1465
347	1468
347	1470
348	1342
348	817
348	1471
349	1472
349	1473
349	1474
350	1475
350	1476
351	1478
351	1432
351	1479
351	1480
352	247
353	1483
353	1484
353	1485
354	1486
354	153
355	1487
355	1488
355	1489
355	1490
356	1491
356	761
356	1493
357	1494
357	1495
357	1496
357	1497
357	1498
357	1499
358	1500
358	1502
358	1503
358	214
359	1505
359	1506
359	1507
359	1508
360	1509
360	523
360	127
361	1510
361	1511
361	1512
362	1513
362	1514
362	1516
363	1518
363	1519
363	1520
363	1521
364	1522
364	1523
364	1524
364	1525
365	124
365	1526
365	126
366	1528
366	138
366	1529
366	1531
366	1532
366	1534
366	1535
366	1536
366	1537
366	1433
366	1539
366	1541
367	1543
367	1544
367	1545
368	1546
368	1547
369	1549
369	1551
369	1552
370	1555
371	1556
371	1557
371	1558
371	1559
371	1560
371	1561
372	1562
372	1564
373	1565
373	1566
373	1190
373	643
373	11
373	1567
374	1264
375	1570
375	1571
375	1572
376	1573
376	1575
377	1577
377	1578
377	1579
377	1580
377	1514
377	1515
377	1581
378	1584
379	1585
379	1586
379	1587
380	1589
380	1590
381	1591
381	1592
381	1593
381	1594
382	1595
382	1596
382	1597
382	1598
383	1600
383	1601
384	1602
384	1603
384	1604
385	1055
385	1605
385	1606
386	1608
386	1609
387	1611
387	1612
388	1613
388	1614
389	1616
389	1617
389	1618
390	1619
391	1623
391	1624
392	1625
392	1626
392	1627
392	1628
393	1085
393	1629
393	1630
393	127
394	1631
394	1633
394	1634
395	1635
395	1144
395	1636
395	1637
396	1638
396	1639
396	1640
397	1641
397	1643
397	1644
398	1645
398	1646
398	1647
399	1648
399	1649
399	1650
400	1653
400	1654
401	1655
402	1658
402	1660
403	1661
403	1662
403	1663
404	1664
404	1665
404	1666
405	1667
405	1668
405	1669
405	1671
406	1672
406	1673
406	1674
406	1492
406	1675
407	1676
407	650
407	1677
407	1679
407	1680
407	1681
408	1682
408	316
408	1683
409	1684
409	1686
409	1688
409	1689
409	1690
410	1691
410	1693
411	899
411	1695
412	1697
412	1698
413	1700
413	1701
414	1702
414	1703
414	1704
415	1705
415	144
415	1706
415	1707
415	1708
415	1709
415	313
415	1711
416	1712
416	1713
416	1714
416	1715
416	1716
416	1717
417	1719
417	1720
418	1722
418	852
419	1725
419	1726
419	1727
419	1728
420	1731
420	1732
420	1733
420	1734
420	1735
420	1736
420	1737
420	1741
420	1742
420	1743
421	1744
421	1745
421	1747
422	1748
422	1749
422	1750
422	1751
423	1752
423	1753
423	1754
424	1755
424	1757
425	1758
425	1759
425	1760
426	1761
426	1762
426	1763
426	1764
427	1765
427	1766
427	1767
428	1769
428	1770
428	1771
428	1772
428	1773
428	1774
428	1775
428	1776
428	1777
428	1009
428	1527
428	1778
428	1779
428	1780
428	1781
428	1784
428	1785
428	1786
428	1787
429	1788
429	1790
429	1791
429	1792
430	715
430	1794
430	1795
430	1796
430	1797
430	1798
430	1799
430	1800
431	1802
431	1803
431	1804
432	902
432	1805
432	1806
433	1807
433	1808
433	1810
433	1811
434	1812
434	1814
434	1815
434	1816
435	1817
435	1818
435	1819
435	1820
436	1822
436	1823
436	1824
437	1825
437	1826
437	58
437	1827
438	1828
438	1829
438	1830
439	1831
439	1832
439	1834
440	1836
440	280
441	1838
441	1839
441	1840
441	1841
442	1842
442	1844
442	1845
442	1846
442	1847
443	1848
443	1849
444	1852
444	1853
445	1854
445	1856
446	1857
446	1858
446	1859
446	1860
446	1861
446	904
447	1862
447	1585
447	1863
448	1864
448	1865
448	124
449	1866
449	1635
449	1867
449	503
450	1868
450	1869
450	1870
451	445
451	1873
451	1874
451	1875
451	1877
451	1878
452	1880
452	1881
453	1882
453	1883
453	30
453	1884
454	1885
454	1887
454	1888
454	1889
455	1890
455	1891
455	1892
456	1893
456	1894
457	1895
457	1896
458	1897
458	1898
458	1900
458	1901
458	1902
458	128
458	1903
458	1904
458	1905
458	280
458	1689
458	1906
458	1907
459	1908
459	1909
460	1913
460	1914
460	1915
461	1916
461	1918
461	1919
461	624
461	1920
461	1921
462	1922
462	1923
462	1924
463	1925
463	1438
463	1926
464	1927
464	1928
464	1929
464	1930
464	1931
465	1932
465	1935
465	1103
466	1938
467	826
467	127
467	1939
468	1940
468	1941
469	1944
469	1945
469	1946
470	1948
471	1319
471	1950
471	1951
472	836
472	1952
472	1953
472	1954
472	1955
473	345
473	1956
473	1957
473	1958
473	1959
473	1960
474	1585
474	1962
474	1963
475	1964
475	1966
475	1967
476	1968
476	1969
476	489
477	1971
477	1972
477	1973
479	1976
479	1977
479	1978
479	1979
480	1980
480	1981
480	1982
481	500
481	7
481	815
481	1983
481	1984
481	1985
481	1006
481	1986
481	1185
481	1988
481	1990
482	1994
483	1995
483	1996
483	1997
483	1998
484	2000
485	945
485	2002
485	2003
486	2005
486	2006
487	721
487	2008
488	2009
488	2010
488	2011
489	2012
489	2013
489	1324
489	2014
489	2015
490	2016
490	2017
490	2018
490	2019
491	2020
491	2021
491	2022
491	2023
492	2024
492	2025
492	2026
492	2027
493	2028
493	2029
493	2030
494	2033
494	2034
494	2035
495	2037
496	2039
496	2040
496	2041
497	2043
497	2044
497	2045
498	2046
498	2048
499	2049
499	2050
499	2051
499	2052
500	2053
500	147
501	2055
501	2057
502	2058
502	2059
502	2061
503	2063
503	1584
504	2064
504	2065
504	2066
505	2069
507	2073
507	2074
507	2075
508	2076
508	2078
509	2079
509	2080
509	1282
510	2081
510	2082
510	2083
510	2084
511	2085
511	2086
511	2087
512	2088
512	363
513	2090
513	2091
513	2093
513	2094
513	1918
514	2095
514	2096
514	2097
515	2099
515	2100
515	2102
515	101
515	2104
515	2105
515	2106
516	2107
516	2108
516	2109
517	2110
517	2111
517	2112
518	2113
518	2114
518	2115
519	2116
519	2117
519	2118
519	2119
520	2121
520	2123
521	785
521	2124
521	2125
521	2126
521	1385
521	2127
521	2128
521	2129
521	2130
522	2131
522	2132
523	2133
523	2134
523	2135
523	2136
523	2137
524	2138
524	2139
524	2140
524	14
525	2141
525	2142
525	2143
526	2144
526	635
526	2145
527	2147
527	2148
528	2149
528	2150
528	2151
529	2153
529	1342
529	2154
530	2155
530	2156
530	2157
530	2158
531	2159
531	2160
531	2161
531	2163
532	2165
532	2166
532	2168
532	2169
532	2170
533	2173
533	2174
533	1401
534	2175
534	2177
535	2179
535	445
535	2180
535	477
535	2181
535	2182
535	2183
535	2185
535	2186
535	2187
535	2188
535	2189
535	820
536	2190
536	2191
536	2192
537	2193
537	1904
537	2194
538	2195
538	2196
538	2197
538	2198
539	2199
539	2201
540	1840
540	2202
540	2203
541	2205
541	2207
541	2208
541	2210
542	2213
542	2214
542	2215
543	2216
543	2217
543	2218
543	2219
544	2220
544	2221
544	1591
545	2222
545	2223
545	2224
546	2225
546	2228
546	2229
546	2230
546	1946
546	2232
547	158
547	274
547	2233
548	2234
548	2235
548	2236
548	2239
548	2240
548	2241
549	2243
549	2244
549	2245
549	2246
549	2247
550	2248
550	2249
550	1025
550	2250
550	2251
551	2253
552	2255
552	2256
552	2257
553	2258
553	2259
553	2260
553	2261
553	2262
553	2263
554	2264
554	2265
554	2266
554	2267
554	2268
554	2270
554	440
554	2271
555	2272
555	2273
555	2274
556	1938
557	2278
557	2279
557	2280
558	2281
558	2282
558	2285
559	2287
559	627
560	2288
560	2289
560	2290
560	2291
561	2292
561	2293
562	951
562	2296
563	2297
563	2298
563	2299
563	2300
563	580
564	2301
564	2302
565	866
565	2304
565	1036
565	1868
565	1598
566	2306
566	2307
566	2308
567	2309
567	2310
567	2311
568	2312
568	2313
568	2314
568	149
569	2317
569	2318
570	2321
570	2322
571	2323
571	2324
572	2326
572	2327
572	2328
572	2329
572	2330
573	2331
573	2332
574	2333
574	2334
574	2335
575	821
575	2026
575	2027
576	2337
576	66
576	2338
577	2339
577	1378
578	2340
578	2341
578	1311
579	2343
579	2344
580	2345
580	2346
580	2347
580	2348
581	752
581	2349
581	2350
582	2351
582	2352
582	2353
582	2290
582	2355
582	2356
583	2357
583	2359
583	2360
584	2361
584	2362
584	2363
584	2364
585	2365
585	2366
585	2367
585	2368
585	2369
586	2370
586	2371
586	2373
587	2374
587	171
588	2376
588	2377
589	2378
589	2379
589	2380
590	2381
590	2382
590	2383
590	2385
591	2386
591	2387
591	41
592	2168
592	2390
592	2391
592	2392
593	1936
593	2395
594	2396
594	2397
594	2398
594	2399
595	2400
595	2401
595	2402
595	2403
596	2404
596	2406
597	2407
597	2408
597	2409
597	457
597	2410
597	803
597	2411
598	2412
598	2413
598	2414
599	210
599	2415
599	2416
600	2417
600	2418
600	2421
600	2422
600	2423
600	2425
600	2426
600	2427
600	2428
600	1795
600	2295
600	2429
600	896
600	2430
600	1380
600	2433
600	2435
600	2436
600	2437
601	2438
601	368
602	1995
602	305
602	2440
603	2441
603	2444
604	2446
604	2447
604	2448
604	2449
605	2450
605	1018
605	2451
605	127
606	2454
606	2455
606	2456
606	2457
606	2458
606	2459
607	2461
608	2463
608	1390
608	2464
608	2465
608	2466
608	1159
609	2467
609	2468
610	2470
610	2472
611	1444
611	2473
611	2474
612	2475
612	2476
612	2477
612	2478
612	2479
613	2480
613	2481
613	2482
613	2483
614	2484
614	2485
614	2486
615	2487
615	2488
615	2489
615	2490
615	2491
615	2492
615	2493
615	1514
615	2495
615	2496
615	2497
616	1465
616	2498
616	2499
616	2500
617	2501
617	2502
617	2503
617	2504
618	2505
618	2506
618	2507
619	2508
619	2509
619	2510
620	2511
620	2091
620	2512
620	2513
621	2514
621	76
621	2515
622	2516
622	2518
623	2519
623	2521
623	2522
624	2523
624	1384
624	2524
624	2525
625	2526
625	2527
625	2529
625	874
626	2530
626	2531
626	2532
627	128
627	2086
628	2536
628	2537
629	2539
629	2139
630	504
630	2541
630	2171
630	2542
631	2099
631	2543
631	2544
632	2545
632	2546
633	2547
633	2548
633	2549
634	2550
634	791
634	2552
634	388
635	2554
635	2555
635	445
636	1226
636	2556
636	2557
636	2558
636	2559
636	2046
637	2560
637	2561
637	2562
638	2563
638	2564
638	2565
639	2566
639	2567
640	2569
640	2570
640	2571
641	263
641	2572
641	2573
642	2576
642	2577
643	2580
643	2582
643	36
644	2584
644	2585
644	2586
645	2587
645	2589
646	2590
646	2591
646	2592
646	2593
646	970
647	2595
647	2596
648	752
648	2455
648	2598
649	1219
650	2600
650	2601
650	2602
650	2587
651	2603
651	2604
651	2605
651	2606
651	2607
651	2608
652	2609
653	2613
653	2614
654	2617
655	2618
655	2619
655	1272
656	2620
656	2621
656	995
657	2622
657	2624
657	2625
658	2626
658	2627
658	2628
658	2629
658	2631
658	1412
658	2632
658	2633
658	2634
658	2635
658	1123
658	2636
658	2637
659	2638
660	2642
660	1858
661	534
661	2645
661	2646
662	2647
662	2648
662	2649
662	2650
663	2651
663	2652
663	2654
664	2655
664	2656
664	2657
664	2658
664	2660
664	399
664	2662
664	1663
664	2663
665	2664
665	2665
665	2666
666	2667
666	2668
666	2669
667	2671
667	2672
667	2673
667	2674
668	2675
668	2676
669	1057
669	2472
670	2678
670	2679
670	2680
671	2681
671	1707
671	2683
672	2684
672	2685
672	2686
673	2687
673	2689
673	2692
673	2693
673	2694
674	408
674	2170
674	776
674	2696
675	2697
675	2698
675	1797
675	2699
675	2700
676	2701
676	2702
676	267
677	2706
678	2708
679	2710
679	2711
679	2567
680	902
680	2712
680	2713
680	2715
681	2716
681	2717
681	2718
681	2719
681	2720
681	2721
681	2722
681	761
682	2723
682	2724
682	2725
683	2726
683	1141
683	2727
683	2729
684	2730
684	2731
684	2732
684	2733
685	2734
685	2735
685	2736
686	2737
686	1967
686	2739
686	2740
686	2741
686	2742
687	2743
687	2744
687	2745
687	2746
688	2524
688	2747
688	2748
689	2750
689	794
690	2751
690	2349
690	2752
691	2753
691	2754
691	2756
691	2757
691	2758
692	2759
692	1041
692	2760
693	2761
693	2366
693	2762
694	2763
694	1604
694	2764
695	2766
695	2767
695	2768
696	2770
696	2771
697	2773
697	2774
698	2776
698	2778
698	2779
699	2781
700	2782
700	2783
700	2784
701	2785
701	2786
701	2787
702	180
702	2788
702	2789
703	2676
703	2675
703	2677
704	2790
704	2791
705	2792
705	2794
705	2795
705	2796
705	2797
705	2798
705	2799
705	2800
705	2801
705	2802
706	2803
706	2804
707	2806
707	2807
707	1882
708	2808
708	2809
708	1824
709	2810
709	2811
709	2812
710	2814
710	2815
710	2816
711	2818
711	1374
711	2819
712	2820
713	794
713	2822
714	2823
714	2824
714	2826
715	2828
715	2829
716	2830
716	2831
716	2832
716	2833
717	2834
717	2835
717	2836
717	2024
717	2837
718	2838
718	2839
718	2293
718	2840
719	1613
719	2841
719	2842
719	2843
719	2844
719	2845
719	2846
720	166
720	2848
720	2849
721	2851
722	2853
722	2855
723	1057
723	1898
723	2856
723	2857
723	1080
723	2858
723	2718
723	2860
723	2861
723	126
723	2862
723	2863
723	2864
723	2865
723	2866
723	2867
723	2868
723	2869
724	2870
724	2472
724	2871
725	2873
725	2874
726	2876
726	2877
727	2880
727	2881
727	429
727	2882
727	2883
727	2884
727	2885
727	2887
727	2888
727	439
728	2889
728	2890
728	2819
728	2891
728	2892
728	2893
729	2894
729	2895
729	2554
730	2898
730	2899
731	276
731	2900
731	2901
731	2902
731	2903
731	2905
732	2906
732	2908
733	2300
733	2909
734	2911
734	284
734	2912
734	283
735	2914
735	2916
735	2917
736	2918
736	2919
736	2920
737	2921
737	2922
737	2923
737	2924
737	2925
737	2926
737	2927
738	2928
738	2929
738	2930
739	794
739	2931
739	2024
739	2932
739	821
739	2336
740	785
740	2934
740	390
740	2443
740	2935
741	683
741	2937
742	2938
742	2939
742	2940
742	2942
743	217
743	571
743	2944
744	2945
744	813
744	2947
744	2948
745	1909
745	2949
745	2950
745	2951
745	131
746	2659
746	2953
746	2954
747	2955
747	2956
747	2958
747	2959
747	2960
747	2961
747	2962
747	1841
748	1885
748	2965
748	2966
748	1919
748	1836
748	420
749	2969
749	2970
749	2971
749	2972
749	2973
749	2974
749	2975
749	2976
749	2977
750	2038
750	2978
751	2981
751	2982
752	2983
752	2984
752	2985
753	2986
753	1867
753	2987
754	2989
754	1980
754	2894
755	2990
755	2991
756	2992
756	2993
756	2994
756	2995
757	2996
757	2997
757	1267
757	2998
757	2999
758	2808
758	3000
758	3001
759	3002
759	3003
759	3004
760	3005
760	560
760	3006
760	3007
760	661
760	3008
760	132
761	239
761	1256
761	2120
761	3010
761	3011
762	3012
762	3013
763	3015
763	3016
764	1342
764	1831
764	3018
764	504
765	3019
765	3021
766	3022
766	3024
766	3026
766	3027
766	3028
766	3029
766	3030
766	1374
767	3032
767	308
767	3033
768	3034
768	3036
768	3037
768	3038
769	3040
770	1190
770	3042
770	3044
770	3045
770	1900
770	3047
770	3048
770	3049
771	3051
771	3052
772	3054
772	3055
772	3056
772	2836
772	3057
773	3058
773	3059
773	3060
774	3061
774	3062
774	3063
774	3064
774	3065
775	1065
775	2687
775	3066
776	3067
776	3068
776	3069
777	3071
777	3072
778	755
778	3073
778	3074
779	3075
779	2880
779	3076
779	3077
779	3078
779	3079
779	3080
779	3081
779	127
779	830
779	3044
779	3083
779	3084
779	3085
779	3086
779	3087
780	3089
780	3091
781	3093
781	3094
781	3095
782	3096
782	3097
782	3098
783	3100
783	3101
783	3102
783	3103
783	3104
783	1199
784	3105
784	3106
784	3107
784	2884
785	3110
785	3111
786	3112
786	3113
786	445
786	3114
786	2183
787	921
787	3115
787	3116
788	3117
788	3118
788	3119
789	3120
789	3121
789	3122
789	3123
790	3124
790	3125
790	3126
791	3127
791	3128
791	3129
792	1140
792	3130
792	3131
793	3132
793	3133
793	3134
794	3135
794	3136
794	3137
795	3139
795	3141
796	3142
796	3143
796	3144
797	3145
797	3146
797	3147
797	2427
798	3149
798	3151
799	3153
799	3154
799	828
799	3155
799	3156
799	2423
799	3157
800	3158
800	3159
800	3160
801	3162
801	3163
801	2098
802	3165
802	3166
802	3167
802	3168
802	3169
802	2104
803	3172
804	3174
804	3175
805	3178
806	1907
806	3179
806	3180
806	3181
806	3182
806	3183
807	3184
807	3185
807	3186
808	1426
808	3187
808	3189
808	3190
808	318
809	3192
809	1144
810	3193
810	3194
810	2488
810	3195
810	3197
811	3198
811	725
811	3199
812	3200
812	3201
812	2003
813	3202
813	3203
813	3204
813	1844
814	3205
814	3206
815	3208
815	3209
815	3210
816	1951
816	3214
817	3215
817	3217
818	3218
818	3219
818	11
819	3220
819	3221
819	3223
820	3011
820	1219
820	3224
821	3226
821	3227
822	3228
822	3229
822	2137
823	3230
823	3231
824	3233
825	3235
825	3236
825	3237
826	1386
827	3240
828	3242
828	2168
829	3243
829	3244
829	3245
829	3246
830	3249
831	3250
831	2674
831	3251
831	1076
831	3252
831	3253
831	3254
832	3255
832	3256
832	3257
832	3258
833	571
833	3259
833	3260
834	2855
834	215
834	3262
834	2812
835	63
835	3263
835	934
835	3264
836	3266
836	3267
836	3268
836	3269
837	3270
837	3271
837	3272
837	3273
838	3275
838	3276
838	3277
838	1487
839	3278
839	3279
839	3280
839	3281
840	3283
840	3284
840	368
840	2186
841	3286
841	2554
841	872
842	2512
842	3288
842	3289
843	3292
843	3293
