uid	sid
60	210
60	395
60	149
60	268
60	260
60	367
60	63
61	479
61	480
61	481
61	482
61	483
61	484
61	485
61	486
61	487
61	488
61	489
62	61
62	7
62	172
62	49
62	99
62	491
62	262
62	85
62	492
62	104
62	12
62	493
63	452
63	363
63	194
63	157
63	392
63	40
63	494
63	495
63	11
63	41
63	268
63	318
63	269
63	496
63	306
63	497
63	498
63	499
63	358
63	45
64	501
64	173
64	502
64	503
64	504
65	506
65	507
65	508
65	7
65	510
65	511
65	512
65	513
65	514
66	515
66	516
66	517
66	518
66	190
66	519
66	520
66	20
66	522
67	214
67	188
67	85
67	9
67	10
67	266
67	268
67	320
67	53
67	198
67	523
68	239
68	375
68	37
68	524
68	173
68	192
68	94
68	457
68	40
68	266
68	268
68	230
68	269
68	270
68	195
68	526
69	527
69	529
69	530
69	531
69	364
70	532
70	533
70	534
70	535
70	536
70	537
70	538
70	539
70	540
70	542
70	543
70	99
70	544
70	545
70	546
70	117
70	497
70	270
70	20
70	547
70	135
70	548
71	550
71	207
71	146
71	552
71	553
71	554
71	555
71	556
72	557
72	558
72	59
72	559
72	44
73	97
73	163
73	395
73	62
73	530
73	560
73	562
73	198
74	564
74	566
74	567
74	568
74	570
75	34
75	35
75	571
75	572
75	573
75	92
75	260
75	43
75	401
75	329
76	575
76	68
76	37
76	524
76	576
76	577
76	578
76	579
76	580
76	582
76	583
76	3
76	89
76	584
77	181
77	585
77	586
77	587
77	588
77	589
77	590
77	593
78	239
78	469
78	595
78	75
78	126
78	154
78	597
78	192
78	598
78	599
78	304
78	4
78	600
78	195
78	135
78	601
78	73
78	602
79	603
79	300
79	375
79	313
79	173
79	62
79	204
79	605
79	260
79	367
79	606
79	323
80	61
80	608
80	418
80	155
80	609
81	610
81	612
81	613
81	615
82	616
82	167
82	618
82	104
82	266
82	619
82	306
82	320
82	158
82	620
82	445
82	621
83	622
83	623
83	3
83	584
84	127
84	189
84	617
84	584
84	46
85	624
85	172
85	483
85	189
85	9
85	625
85	626
85	117
85	627
85	628
85	367
85	151
86	630
86	624
86	631
86	632
86	633
86	163
86	84
86	62
86	635
86	211
86	636
86	155
86	157
86	637
86	392
86	318
86	4
86	559
86	621
87	371
87	641
87	583
87	642
87	560
87	20
87	334
88	127
88	25
88	305
88	573
88	258
88	58
88	94
88	227
88	644
88	136
88	44
88	645
89	647
89	277
89	648
89	649
89	650
89	333
89	651
89	653
90	239
90	655
90	656
90	395
90	452
90	3
90	657
90	360
91	375
91	36
91	658
91	659
91	49
91	119
91	9
91	3
91	660
91	661
91	40
91	662
91	663
92	187
92	36
92	573
92	664
92	524
92	174
92	665
92	89
92	39
92	666
92	104
92	136
93	667
93	668
93	462
93	463
93	669
93	670
93	671
93	672
93	459
93	673
93	58
93	674
93	675
93	678
93	679
94	680
94	313
94	302
94	681
94	682
94	683
94	395
94	684
94	204
94	685
94	230
94	686
94	260
94	124
94	687
94	150
95	688
95	689
95	99
95	395
95	690
95	227
95	488
95	265
95	691
95	692
96	192
96	85
96	100
96	229
96	660
96	694
96	4
96	695
96	696
97	142
97	697
97	99
97	3
98	256
98	433
98	392
98	698
98	699
99	33
99	234
99	49
99	85
99	701
99	167
99	618
99	702
99	40
99	703
99	268
99	4
99	270
99	499
99	364
100	299
100	704
100	640
100	445
100	705
100	378
101	706
101	7
101	631
101	707
101	302
101	27
101	664
101	211
101	59
101	11
101	708
102	710
102	35
102	711
102	712
102	402
102	714
102	716
102	717
102	718
102	719
102	720
102	721
102	722
102	723
102	724
102	725
102	726
102	376
102	727
102	271
103	729
103	730
103	731
103	282
103	735
104	213
104	127
104	706
104	310
104	256
104	48
104	28
104	737
104	366
104	62
104	472
104	228
104	204
104	155
104	157
104	661
104	40
104	738
104	268
104	269
104	20
104	124
104	739
104	364
104	442
104	198
104	45
104	740
104	741
105	742
105	743
105	744
105	20
105	745
106	746
106	7
106	395
106	472
106	751
106	752
106	753
107	754
107	573
107	49
107	275
107	20
107	74
108	755
108	49
108	236
108	757
109	33
109	170
109	127
109	244
109	758
109	759
109	262
109	9
109	556
109	617
109	760
109	761
110	762
110	186
110	763
110	38
110	174
110	764
110	210
110	276
110	4
110	320
110	657
110	765
111	766
111	767
111	768
111	190
111	769
111	770
111	771
111	772
111	445
111	773
111	198
111	389
111	774
112	154
112	1
112	257
112	209
112	775
112	210
112	227
112	228
112	229
112	155
112	420
112	12
112	117
112	53
112	260
112	334
112	776
112	329
113	212
113	643
113	302
113	97
113	209
113	94
113	251
113	229
113	694
113	560
113	503
114	778
114	575
114	305
114	768
114	99
114	779
114	781
114	782
114	198
115	310
115	97
115	28
115	59
115	783
116	186
116	126
116	784
116	305
116	313
116	163
116	84
116	395
116	503
117	785
117	191
117	787
117	357
117	788
117	789
117	405
117	476
118	791
118	792
118	793
118	234
118	794
118	10
118	795
119	65
119	243
119	796
119	797
119	599
119	318
119	198
120	624
120	7
120	631
120	84
120	85
120	211
120	157
120	320
121	798
121	799
121	801
121	802
121	803
121	805
122	806
122	799
122	807
122	809
122	68
122	7
122	402
122	85
122	810
122	811
122	100
122	812
122	236
122	813
122	149
122	612
122	814
122	590
122	815
122	496
122	605
122	816
123	817
123	34
123	190
123	174
123	472
123	819
123	503
123	820
124	7
124	821
124	822
124	441
124	41
124	4
124	823
124	46
124	291
124	824
124	109
125	825
125	826
125	48
125	92
125	828
125	829
125	594
126	830
126	831
126	7
126	832
126	833
126	471
126	85
126	100
126	395
126	635
126	237
126	90
126	834
126	835
127	836
127	838
127	49
127	840
127	841
127	842
127	401
127	843
128	844
128	845
128	846
128	194
128	41
128	376
128	124
128	364
128	198
128	232
128	45
128	740
129	847
129	848
129	149
129	849
129	738
129	12
130	850
130	116
130	758
130	852
130	100
130	853
130	40
130	104
130	590
130	854
130	638
130	855
131	170
131	192
131	262
131	94
131	276
131	39
131	95
131	40
132	65
132	49
132	119
132	857
132	858
132	859
132	149
132	860
132	783
132	392
132	266
132	496
132	320
133	785
133	9
133	221
133	626
133	600
133	117
133	320
133	861
133	862
133	863
133	864
133	369
134	469
134	186
134	126
134	865
134	256
134	866
134	867
135	170
135	1
135	172
135	215
135	670
135	587
135	85
135	264
135	320
136	462
136	871
136	872
136	190
136	873
136	874
136	395
136	858
136	59
136	875
136	876
136	333
136	369
137	877
137	878
137	226
137	879
137	880
137	881
137	24
138	882
138	883
138	884
138	35
138	885
138	886
138	48
138	887
138	380
138	888
138	59
138	890
138	891
139	35
139	893
139	163
139	472
139	894
139	20
139	895
139	896
140	305
140	897
140	27
140	28
140	94
140	898
140	63
140	198
140	606
141	899
141	207
141	900
141	210
141	101
141	901
141	11
141	738
141	268
141	12
141	117
141	43
142	127
142	706
142	749
142	235
142	258
142	440
142	902
142	148
142	903
142	103
142	230
142	904
142	905
142	621
143	906
143	907
143	908
143	909
143	910
143	452
143	20
143	911
143	295
144	214
144	913
144	914
144	915
144	916
144	245
144	58
144	810
144	222
144	918
144	921
145	923
145	924
145	750
145	363
145	925
145	815
145	926
145	11
145	268
146	928
146	101
146	929
146	40
146	20
146	930
146	931
147	932
147	933
147	934
147	935
147	50
147	237
147	40
147	760
147	11
147	600
147	498
148	239
148	937
148	25
148	938
148	302
148	577
148	939
148	307
149	940
149	938
149	887
149	943
149	944
149	381
149	945
149	946
149	948
149	949
149	950
149	951
149	953
149	954
150	190
150	84
150	955
150	956
150	3
150	89
150	616
150	363
150	783
150	155
150	156
150	958
150	267
150	496
150	320
150	593
150	740
151	212
151	394
151	959
151	264
151	629
151	273
152	960
152	961
152	236
152	963
152	645
152	360
153	394
153	964
153	192
153	965
153	63
153	601
154	967
154	110
154	968
154	630
154	969
154	366
154	970
154	761
154	971
154	972
154	644
154	150
154	45
154	973
154	476
154	360
155	61
155	386
155	974
155	975
155	402
155	916
155	49
155	99
155	84
155	976
155	452
155	977
155	545
155	979
155	40
155	980
155	981
155	982
155	41
155	12
155	320
155	271
155	53
155	20
155	364
155	73
155	150
155	45
155	983
155	253
155	405
155	504
155	446
155	824
156	984
156	624
156	985
156	48
156	302
156	986
156	987
156	988
157	989
157	257
157	99
157	990
157	11
157	991
157	360
158	61
158	994
158	995
158	192
158	58
158	87
158	996
158	232
158	405
158	360
159	998
159	1
159	174
159	1000
159	121
159	694
159	1003
159	1005
160	186
160	225
160	537
160	539
160	540
160	260
160	367
160	291
160	1006
160	1007
160	1009
160	1010
161	61
161	1011
161	1012
161	1013
161	234
161	84
161	599
161	1014
161	364
161	44
161	740
161	1017
161	594
162	1018
162	624
162	1019
162	188
162	85
162	236
162	237
162	1020
162	90
162	925
162	815
162	1022
162	158
162	358
162	621
163	1023
163	1026
163	1027
163	1028
163	333
163	14
163	1029
163	1030
163	1031
163	1032
164	1033
164	1034
164	1035
164	1036
164	1037
164	963
164	503
164	151
164	476
165	906
165	66
165	1039
165	1040
165	1041
165	738
165	12
165	269
165	117
165	1043
165	1044
165	272
165	389
165	323
165	54
166	213
166	1045
166	1046
166	999
166	1047
166	1048
166	30
166	84
166	1049
166	1050
166	1051
167	1052
167	1053
167	1055
168	7
168	1056
168	259
168	10
168	3
168	1057
169	1058
169	395
169	149
169	195
169	1060
169	1061
169	1062
170	61
170	1063
170	1064
170	35
170	116
170	1065
170	37
170	48
170	1066
170	403
170	759
170	1067
170	100
170	694
170	392
170	503
171	35
171	1068
171	1069
171	1070
171	25
171	244
171	28
171	1072
171	20
171	359
171	1074
171	1075
172	1076
172	1077
172	827
172	301
172	1079
173	1080
173	549
173	1081
173	1082
173	995
173	1083
173	20
173	1084
173	45
173	504
174	126
174	257
174	192
174	1085
174	1086
174	230
174	1087
174	53
174	1088
174	1089
175	110
175	159
175	188
175	1090
175	1091
175	164
175	1094
175	90
175	1096
175	500
176	375
176	694
176	1097
176	1098
176	1004
177	1099
177	799
177	48
177	207
177	1100
177	104
177	20
177	21
178	1101
178	47
178	538
178	540
178	1102
178	32
178	1103
178	547
178	354
178	1104
178	1106
178	1107
179	61
179	1108
179	1110
179	658
179	481
179	917
179	1112
179	581
179	452
179	1114
179	12
179	230
179	333
180	186
180	36
180	238
180	489
180	1116
180	329
180	1117
180	1118
181	755
181	1119
181	1120
181	1121
181	1122
181	1123
181	20
181	1124
181	1125
181	1126
181	1127
181	1128
182	1129
182	189
182	1130
182	1132
182	990
182	1133
183	1134
183	214
183	394
183	1135
183	1136
183	92
183	262
183	9
183	251
183	1139
183	87
183	10
183	1140
183	264
183	894
183	11
183	738
183	269
183	1141
183	307
183	135
183	1142
183	369
183	361
184	394
184	759
184	9
184	221
184	661
184	264
184	104
184	473
184	738
184	268
184	12
184	306
184	270
184	823
185	1144
185	7
185	1145
185	632
185	433
185	749
185	209
185	163
185	1146
185	1147
185	149
185	783
185	223
185	503
186	1148
186	28
186	99
186	84
186	149
186	1149
186	661
186	600
186	869
187	1150
187	847
187	524
187	101
187	1152
187	1153
187	329
188	254
188	190
188	544
188	306
188	124
188	1156
188	629
188	1157
188	1158
189	386
189	48
189	27
189	85
189	86
189	1159
189	318
189	1160
190	49
190	149
190	503
190	45
191	394
191	1162
191	1163
191	277
191	1164
191	1165
191	203
191	89
191	135
191	74
191	273
192	825
192	711
192	1167
192	1168
192	1169
193	1170
193	127
193	234
193	1171
193	259
193	49
193	9
193	783
193	545
193	268
193	269
193	320
193	628
193	1172
194	190
194	1173
194	1176
195	127
195	1066
195	215
195	1177
195	559
195	560
195	333
195	1178
195	1181
195	329
196	394
196	259
196	797
196	32
196	151
196	406
196	1032
197	1182
197	1183
197	1168
197	1048
197	1184
197	1186
197	1187
197	1188
197	1189
197	20
197	1049
197	1190
198	1191
198	1146
198	192
198	599
198	32
198	1193
198	590
198	626
198	74
199	127
199	36
199	207
199	173
199	10
199	230
199	513
199	740
200	1194
200	1195
200	1197
200	480
200	1199
200	1201
200	1202
200	1203
200	1204
200	95
200	1206
200	404
200	1207
200	1208
200	1209
200	291
201	1210
201	1211
201	0
201	368
201	14
202	1213
202	654
202	481
202	1214
202	1215
202	84
202	1216
202	1217
202	14
202	1218
203	1219
203	1220
203	1221
203	1222
203	96
203	1226
203	696
203	1227
203	1228
204	791
204	792
204	573
204	27
204	257
204	190
204	86
204	100
204	229
204	642
204	503
204	1230
204	795
205	1231
205	1232
205	48
205	1235
205	1237
205	1238
206	1240
206	1241
206	1242
206	1243
206	357
206	1244
206	1245
206	326
207	1247
207	244
207	99
207	1248
207	89
207	227
207	1249
207	265
207	559
207	124
207	1250
208	469
208	1251
208	1252
208	256
208	37
208	897
208	259
208	192
208	364
208	198
208	1253
208	45
208	740
208	489
209	94
209	970
209	948
209	267
210	1255
210	101
210	62
210	1256
211	850
211	75
211	115
211	310
211	1258
211	1259
211	1260
211	1261
211	41
211	364
211	606
211	1264
211	45
211	740
212	172
212	1265
212	1266
212	1268
212	1269
212	1270
212	1271
212	889
212	1272
212	1273
212	1274
213	100
213	637
213	590
213	320
213	620
213	1276
213	295
213	1277
214	244
214	210
214	166
214	3
214	1278
214	117
214	14
215	239
215	1279
215	127
215	1280
215	208
215	371
215	1281
215	1282
215	1283
215	1285
216	1286
216	357
216	104
216	267
216	12
216	657
217	212
217	1287
217	48
217	85
217	455
217	223
217	320
217	1288
217	1289
218	1290
218	1291
218	1292
218	62
218	544
218	496
219	214
219	1293
219	1294
219	518
219	2
219	1295
219	1296
219	695
219	20
219	1298
219	963
219	1299
219	741
220	1300
220	1301
220	1302
220	1303
220	1304
220	119
220	1305
220	1306
220	1307
220	1308
221	208
221	665
221	1309
221	59
221	306
221	195
222	61
222	1310
222	65
222	110
222	127
222	1311
222	1312
222	1313
222	7
222	305
222	1314
222	37
222	758
222	190
222	49
222	99
222	192
222	1317
222	85
222	635
222	599
222	1027
222	41
222	12
222	270
222	627
222	1318
222	359
222	740
222	46
222	645
222	224
222	504
222	360
222	1319
223	212
223	214
223	33
223	394
223	1063
223	799
223	865
223	7
223	313
223	258
223	665
223	737
223	155
223	392
223	230
223	1320
223	1321
223	1322
224	241
224	928
224	1111
224	1323
224	262
224	452
224	1324
224	488
224	12
224	20
224	198
225	573
225	10
225	198
225	45
226	148
226	85
226	211
226	238
226	149
227	35
227	1
227	689
227	838
227	27
227	257
227	174
227	210
227	1325
227	230
227	662
228	624
228	88
228	3
228	612
228	1327
228	498
228	74
229	61
229	126
229	1329
229	1330
229	99
229	58
229	1331
229	229
229	1332
229	1334
230	1336
230	1337
230	1338
230	1339
230	12
230	117
231	1340
231	1341
231	302
231	215
231	190
231	28
231	1342
231	1343
231	503
232	1344
232	126
232	1345
232	10
232	1347
232	629
233	61
233	76
233	1348
233	1349
233	1350
233	220
233	1352
233	1353
233	1354
233	645
234	906
234	202
234	796
234	583
234	40
234	43
234	198
234	1357
234	369
235	1358
235	1359
235	1360
235	230
236	125
236	160
236	1361
236	645
237	33
237	1013
237	1159
237	266
237	1364
238	1365
238	999
238	305
238	48
238	1366
238	524
238	174
238	204
238	1367
239	225
239	1368
239	1369
239	1371
239	1373
240	99
240	1374
240	155
240	661
240	525
240	307
240	135
240	1376
241	681
241	86
241	236
241	1086
241	20
241	1377
241	198
241	1378
241	232
241	151
242	706
242	7
242	207
242	149
242	90
242	875
242	20
242	307
243	127
243	99
243	1380
243	1381
243	1382
243	1383
243	1384
243	1386
244	1170
244	1389
244	234
244	174
244	1390
244	503
244	1391
244	1392
245	1144
245	256
245	28
245	395
245	88
245	104
245	266
246	186
246	1394
246	1395
246	906
246	1396
246	1397
246	148
246	1398
246	1400
246	856
246	354
246	1401
246	326
247	10
247	1403
247	12
247	992
247	20
247	869
248	1404
248	1405
248	1406
248	172
248	48
248	257
248	635
248	227
248	392
248	104
248	4
248	230
248	198
248	45
249	1408
249	126
249	1409
249	1410
249	189
249	1411
249	1412
249	381
249	1413
249	628
249	378
249	1166
249	307
249	136
249	629
249	325
249	360
250	913
250	624
250	7
250	1414
250	631
250	632
250	1019
250	433
250	707
250	234
250	235
250	478
250	1415
250	163
250	49
250	1417
250	1091
250	1092
250	1093
250	775
250	84
250	86
250	418
250	87
250	88
250	1418
250	858
250	211
250	237
250	512
250	238
250	149
250	89
250	1419
250	90
250	39
250	457
250	616
250	1021
250	783
250	155
250	156
250	157
250	392
250	1096
250	703
250	815
250	455
250	318
250	695
250	496
250	1022
250	619
250	320
250	620
250	1420
250	358
250	621
251	1421
251	1422
251	1423
251	1424
251	1425
251	1428
251	638
252	170
252	1429
252	262
252	1430
253	126
253	189
253	1432
253	210
253	221
253	276
253	1433
253	135
253	73
253	629
254	1434
254	643
254	172
254	226
254	84
254	85
254	101
254	395
254	42
254	290
254	323
254	1436
254	1117
255	1437
255	616
255	495
255	268
255	12
255	1438
255	709
255	687
256	1439
256	1441
256	797
257	1443
257	1444
257	1445
257	1079
257	1446
257	1074
258	1279
258	110
258	1447
258	7
258	163
258	84
258	1449
258	267
258	320
258	1450
258	307
259	394
259	1451
259	1453
259	464
259	1454
259	49
260	302
260	1455
260	164
260	1092
260	1456
261	1101
261	225
261	126
261	262
261	1458
261	1459
262	1398
262	1461
262	4
262	1463
262	1464
263	624
263	85
263	236
263	87
263	1465
263	318
263	1466
264	126
264	1468
264	1469
264	9
264	1470
264	40
264	1471
264	1472
264	15
264	1473
265	394
265	1474
265	462
265	1280
265	1475
265	756
265	1291
265	1476
265	661
265	104
265	269
265	150
265	45
266	467
266	980
266	41
266	12
266	117
266	306
266	169
266	151
266	504
267	339
267	190
267	251
267	100
267	227
267	455
267	20
268	1477
268	1478
268	1479
268	58
268	1480
268	1481
268	12
268	605
269	1482
269	1483
269	1484
269	1486
269	856
269	231
269	153
270	49
270	1488
270	366
270	198
271	1489
271	127
271	28
271	665
271	366
271	101
271	103
271	1086
271	4
271	1327
271	1490
271	1098
271	1491
272	1492
272	1493
272	481
272	1291
272	1494
272	1495
272	1488
272	249
272	85
272	87
272	1497
272	307
272	1498
272	1499
272	1500
273	36
273	210
273	858
273	1502
274	1503
274	1504
274	61
274	65
274	1506
274	624
274	1508
274	1448
274	1510
274	12
274	1511
274	1512
275	61
275	172
275	135
275	324
276	170
276	1514
276	1013
276	99
276	949
276	12
277	1516
277	1517
277	1518
277	1519
277	14
278	1520
278	33
278	394
278	462
278	99
278	226
278	121
278	1522
278	1523
278	364
278	198
278	1525
278	741
279	225
279	207
279	1515
279	41
279	530
279	498
279	1527
279	20
280	1529
280	1530
280	1531
280	1532
280	436
281	1533
281	1534
281	190
281	1535
281	210
281	86
281	1536
281	124
281	1537
282	225
282	1538
282	1539
282	287
282	856
282	32
282	1540
282	1541
283	1542
283	1543
283	1544
283	1488
283	1545
283	1547
284	433
284	234
284	192
284	84
284	85
284	236
284	87
284	238
284	89
284	39
284	616
284	783
284	1096
284	1086
284	318
285	61
285	759
285	101
285	1548
285	104
285	11
285	198
286	1550
286	208
286	1551
286	1553
286	1555
286	1556
286	1557
287	1558
287	433
287	1559
287	190
287	49
287	99
287	1560
287	857
288	1046
288	208
288	58
288	1562
288	1563
288	384
289	1564
289	394
289	681
289	440
289	1565
289	1566
289	9
289	210
289	395
289	62
289	3
289	89
289	694
289	783
289	420
289	230
289	708
289	333
289	1375
289	1567
290	61
290	1568
290	203
290	1571
291	394
291	1573
291	706
291	1574
291	223
291	1575
292	1576
292	1577
292	303
292	368
292	1578
292	1257
292	1579
293	61
293	1581
293	1582
293	1583
293	1440
293	371
293	290
294	1585
294	84
294	229
294	40
294	232
294	1586
295	1588
295	190
295	577
295	1590
295	946
295	1057
295	590
295	1591
295	12
295	606
295	476
296	239
296	213
296	1592
296	170
296	7
296	1593
296	1594
296	1097
297	1595
297	1596
297	1597
297	113
297	1598
297	1599
297	1601
297	1603
297	1605
298	469
298	214
298	170
298	1606
298	1607
298	1608
298	1609
298	243
298	302
298	1519
298	1611
298	3
298	53
298	1285
298	1612
298	198
298	503
298	1525
298	741
298	476
298	699
298	1613
298	360
298	1615
299	33
299	126
299	1526
299	34
299	938
299	302
299	163
299	191
299	503
300	142
300	1616
300	1617
300	48
300	58
300	455
300	268
300	4
300	230
300	1362
300	44
300	1620
300	1621
301	35
301	1622
301	48
301	234
301	1455
301	49
301	85
301	87
301	166
301	1623
301	237
301	238
301	392
301	320
301	158
301	1624
302	766
302	1625
302	647
302	1626
302	49
302	85
303	1239
303	1627
303	434
303	92
303	1628
303	32
303	1629
304	469
304	65
304	172
304	189
304	192
304	211
304	599
304	637
304	40
304	104
304	455
304	384
304	420
304	268
304	496
304	270
304	1632
304	405
304	1633
304	1634
304	1032
304	1635
304	1636
304	1605
305	1637
305	305
305	1639
305	749
305	1640
305	1641
305	1642
305	660
305	420
305	1643
306	1644
306	1645
306	222
306	1646
306	1647
306	1648
307	624
307	7
307	631
307	632
307	433
307	707
307	234
307	235
307	1090
307	49
307	1417
307	1649
307	1092
307	775
307	84
307	85
307	86
307	100
307	236
307	87
307	635
307	166
307	88
307	858
307	1650
307	211
307	237
307	149
307	89
307	1651
307	1159
307	1419
307	90
307	39
307	457
307	616
307	783
307	1652
307	1096
307	703
307	318
307	695
307	619
307	158
307	620
307	499
308	1653
308	573
308	97
308	173
308	58
308	683
308	395
308	738
308	12
308	1654
308	198
308	1117
309	1655
309	1656
309	98
309	1657
309	1658
309	1659
309	1660
309	3
309	1662
309	20
309	1663
309	1664
310	624
310	163
310	287
310	599
311	1666
311	849
311	1667
311	1668
312	1669
312	608
312	256
312	48
312	190
312	1670
312	418
312	648
312	4
312	562
312	364
312	198
312	45
312	1032
313	33
313	49
313	85
313	472
313	1096
313	876
313	1672
313	359
314	1673
314	1678
314	1680
314	1681
314	1682
315	964
315	767
315	37
315	1684
315	403
315	190
315	371
315	1685
315	1686
315	1687
315	472
315	1688
315	445
315	20
315	124
315	621
315	364
315	1253
315	44
316	33
316	1690
316	262
316	635
316	10
316	1691
316	617
316	4
316	498
316	1692
316	232
317	37
317	440
317	1693
317	58
317	1694
317	262
317	452
317	87
317	1695
317	980
317	53
318	61
318	33
318	188
318	189
318	738
318	12
318	198
318	602
319	706
319	257
319	190
319	28
319	58
319	85
319	395
319	472
319	267
319	496
319	513
320	142
320	1365
320	1696
320	1697
320	1699
320	605
320	324
321	214
321	1700
321	170
321	1701
321	1703
321	222
321	642
321	117
321	1704
322	247
322	211
322	1705
322	157
322	269
322	198
323	1707
323	1708
323	1710
323	1162
323	1711
323	1712
323	1713
323	20
324	1404
324	1714
324	1716
324	1717
324	412
324	1396
324	1718
324	91
324	1719
324	690
324	666
324	445
324	377
325	1558
325	68
325	624
325	37
325	207
325	844
325	190
325	84
325	90
325	694
325	155
325	223
325	662
325	320
325	1720
326	214
326	1721
326	1081
326	1722
326	42
326	1723
326	1724
326	1725
326	389
326	224
327	1727
327	1728
327	434
327	1729
327	3
327	222
327	227
327	383
327	590
327	1654
327	1730
327	1472
328	1731
328	370
328	1732
328	1495
328	1733
328	1734
328	1445
328	1057
329	1144
329	386
329	1736
329	227
329	229
329	1527
329	1737
329	1738
330	213
330	1739
330	174
330	552
330	3
330	382
330	1688
330	104
330	20
330	1116
331	7
331	632
331	48
331	85
331	62
331	87
331	90
331	783
331	1740
331	1741
331	1742
331	420
332	1744
332	167
332	53
332	1745
332	930
332	1299
333	756
333	99
333	1746
333	89
333	392
333	1747
333	45
334	181
334	206
334	1748
334	587
334	1749
334	149
334	1750
334	1751
334	988
335	154
335	262
335	62
335	10
335	738
335	151
336	142
336	759
336	1752
336	266
336	11
336	198
336	73
337	170
337	1714
337	706
337	1753
